Transaction_ID,Order_ID,Revenue,Profit,Discount
T00711,O00711,9232,3396.14,0.19
T00712,O00712,585,186.91,0.07
T00713,O00713,7726,2735.0,0.18
T00714,O00714,7630,1527.39,0.13
T00715,O00715,5760,2381.01,0.19
T00716,O00716,9498,3610.46,0.16
T00717,O00717,7193,2298.57,0.11
T00718,O00718,4213,1204.57,0.09
T00719,O00719,9948,2945.82,0.04
T00720,O00720,5310,1204.4,0.12
T00721,O00721,9918,1498.86,0.06
T00722,O00722,4501,1259.18,0.18
T00723,O00723,2974,1268.26,0.06
T00724,O00724,1633,274.91,0.02
T00725,O00725,6377,1386.44,0.14
T00726,O00726,8744,2446.46,0.1
T00727,O00727,8435,2634.87,0.07
T00728,O00728,8542,2181.08,0.17
T00729,O00729,8091,3190.19,0.19
T00730,O00730,2765,1158.84,0.15
T00731,O00731,8127,2414.79,0.14
T00732,O00732,6274,2463.29,0.05
T00733,O00733,4164,918.86,0.15
T00734,O00734,3251,1429.71,0.14
T00735,O00735,6139,1272.93,0.09
T00736,O00736,8214,2007.61,0.18
T00737,O00737,6222,1285.85,0.04
T00738,O00738,1906,770.55,0.09
T00739,O00739,5816,2233.2,0.04
T00740,O00740,959,242.28,0.18
T00741,O00741,9606,2874.53,0.16
T00742,O00742,1005,344.74,0.16
T00743,O00743,7676,2134.44,0.17
T00744,O00744,8144,1809.8,0.11
T00745,O00745,9632,3272.66,0.02
T00746,O00746,8160,2382.72,0.1
T00747,O00747,1166,460.34,0.05
T00748,O00748,3176,1265.81,0.1
T00749,O00749,5566,1394.46,0.19
T00750,O00750,6603,1509.35,0.01
T00751,O00751,4037,1637.64,0.0
T00752,O00752,3469,1345.63,0.0
T00753,O00753,2813,436.04,0.02
T00754,O00754,6418,2822.07,0.16
T00755,O00755,2463,434.33,0.17
T00756,O00756,8345,2747.57,0.06
T00757,O00757,5265,2345.66,0.02
T00758,O00758,4855,1633.07,0.16
T00759,O00759,5097,1296.9,0.18
T00760,O00760,2163,351.16,0.05
T00761,O00761,7014,2318.9,0.0
T00762,O00762,4151,1853.16,0.02
T00763,O00763,2145,521.04,0.17
T00764,O00764,5439,1120.48,0.14
T00765,O00765,8912,1893.79,0.2
T00766,O00766,3289,1367.47,0.1
T00767,O00767,6348,2642.13,0.05
T00768,O00768,4897,1412.42,0.13
T00769,O00769,5330,962.99,0.04
T00770,O00770,7372,2342.78,0.12
T00771,O00771,4423,1470.3,0.18
T00772,O00772,2401,671.15,0.13
T00773,O00773,791,271.95,0.1
T00774,O00774,8847,1540.02,0.01
T00775,O00775,894,292.55,0.11
T00776,O00776,2852,807.31,0.11
T00777,O00777,6668,2462.38,0.17
T00778,O00778,9652,3334.15,0.01
T00779,O00779,9873,2754.91,0.02
T00780,O00780,8187,1767.62,0.07
T00781,O00781,2727,747.31,0.13
T00782,O00782,6373,1812.85,0.01
T00783,O00783,5202,817.92,0.15
T00784,O00784,7396,2802.24,0.03
T00785,O00785,5381,944.37,0.02
T00786,O00786,7192,2835.47,0.18
T00787,O00787,8884,3462.12,0.16
T00788,O00788,2645,1132.94,0.06
T00789,O00789,8078,2038.21,0.09
T00790,O00790,9928,2745.87,0.08
T00791,O00791,3370,654.15,0.19
T00792,O00792,9682,3515.52,0.06
T00793,O00793,9238,2461.53,0.03
T00794,O00794,2185,621.55,0.13
T00795,O00795,3390,820.23,0.1
T00796,O00796,8579,2530.06,0.01
T00797,O00797,5379,858.95,0.04
T00798,O00798,3590,1561.73,0.14
T00799,O00799,7779,2315.19,0.1
T00800,O00800,9455,1615.18,0.05
T00801,O00801,2106,427.76,0.11
T00802,O00802,705,186.11,0.14
T00803,O00803,3761,1219.57,0.2
T00804,O00804,516,93.93,0.08
T00805,O00805,8524,2720.99,0.16
T00806,O00806,8048,2383.57,0.03
T00807,O00807,7629,3064.38,0.03
T00808,O00808,2615,826.01,0.06
T00809,O00809,5222,1042.4,0.01
T00810,O00810,1476,624.85,0.11
T00811,O00811,1559,515.65,0.2
T00812,O00812,2580,863.95,0.18
T00813,O00813,6036,2154.06,0.13
T00814,O00814,6711,2885.96,0.09
T00815,O00815,6813,1993.8,0.17
T00816,O00816,2817,546.8,0.15
T00817,O00817,4542,1701.61,0.12
T00818,O00818,7061,2091.72,0.0
T00819,O00819,4993,1573.94,0.02
T00820,O00820,7294,3234.01,0.03
T00821,O00821,1006,260.15,0.16
T00822,O00822,3290,626.62,0.13
T00823,O00823,2860,1245.17,0.02
T00824,O00824,4833,1239.54,0.14
T00825,O00825,2321,958.83,0.02
T00826,O00826,4337,828.26,0.11
T00827,O00827,4087,1243.95,0.08
T00828,O00828,6008,1869.25,0.16
T00829,O00829,6281,1125.79,0.16
T00830,O00830,4648,1802.87,0.09
T00831,O00831,4728,1841.85,0.16
T00832,O00832,7253,2781.07,0.02
T00833,O00833,7065,2678.04,0.13
T00834,O00834,962,300.67,0.17
T00835,O00835,1559,318.44,0.05
T00836,O00836,9959,2998.72,0.15
T00837,O00837,5919,2029.07,0.12
T00838,O00838,2267,550.66,0.17
T00839,O00839,9507,2225.27,0.17
T00840,O00840,2560,625.84,0.14
T00841,O00841,9616,3316.22,0.16
T00842,O00842,3099,1007.55,0.15
T00843,O00843,4162,898.46,0.01
T00844,O00844,2438,456.83,0.2
T00845,O00845,6941,2471.04,0.17
T00846,O00846,8601,2411.98,0.14
T00847,O00847,1761,364.31,0.06
T00848,O00848,9039,2195.87,0.11
T00849,O00849,5282,1285.77,0.08
T00850,O00850,6883,2297.41,0.07
T00851,O00851,1417,303.73,0.16
T00852,O00852,9262,1855.46,0.17
T00853,O00853,567,227.66,0.02
T00854,O00854,2482,956.66,0.05
T00855,O00855,4414,1863.96,0.15
T00856,O00856,7946,1437.13,0.19
T00857,O00857,888,194.31,0.1
T00858,O00858,9179,3878.85,0.04
T00859,O00859,7204,2300.75,0.14
T00860,O00860,8263,2404.46,0.14
T00861,O00861,7712,3359.97,0.03
T00862,O00862,2133,612.78,0.16
T00863,O00863,7354,1485.52,0.17
T00864,O00864,1206,325.56,0.1
T00865,O00865,6248,1944.35,0.18
T00866,O00866,4311,1879.17,0.15
T00867,O00867,3727,1054.63,0.03
T00868,O00868,4144,971.67,0.05
T00869,O00869,9038,3568.54,0.13
T00870,O00870,8418,2859.3,0.07
T00871,O00871,6943,1554.23,0.19
T00872,O00872,3622,599.76,0.07
T00873,O00873,3455,1014.49,0.05
T00874,O00874,4035,1252.1,0.07
T00875,O00875,8170,1796.44,0.01
T00876,O00876,787,310.8,0.1
T00877,O00877,2151,586.44,0.07
T00878,O00878,5187,1907.14,0.11
T00879,O00879,1374,290.62,0.19
T00880,O00880,5457,2066.06,0.01
T00881,O00881,1634,270.13,0.09
T00882,O00882,7756,1562.62,0.11
T00883,O00883,827,141.31,0.07
T00884,O00884,775,165.18,0.18
T00885,O00885,7740,1532.43,0.06
T00886,O00886,5613,2372.84,0.06
T00887,O00887,5439,1099.5,0.08
T00888,O00888,6315,1107.74,0.0
T00889,O00889,526,124.89,0.05
T00890,O00890,736,273.1,0.12
T00891,O00891,3988,1102.08,0.1
T00892,O00892,8866,1803.4,0.09
T00893,O00893,6707,2251.87,0.17
T00894,O00894,8018,1876.82,0.18
T00895,O00895,3114,1366.25,0.12
T00896,O00896,6139,2290.64,0.02
T00897,O00897,3360,1411.38,0.0
T00898,O00898,8441,2420.98,0.13
T00899,O00899,3313,1467.04,0.19
T00900,O00900,941,376.04,0.09
T00901,O00901,2212,986.96,0.19
T00902,O00902,7659,1934.47,0.01
T00903,O00903,7215,1171.5,0.18
T00904,O00904,6317,1614.7,0.14
T00905,O00905,9028,2735.22,0.08
T00906,O00906,4142,1355.84,0.16
T00907,O00907,4855,1708.08,0.1
T00908,O00908,799,186.93,0.15
T00909,O00909,7356,1714.98,0.15
T00910,O00910,1899,710.1,0.15
T00911,O00911,4208,799.94,0.15
T00912,O00912,3369,1360.2,0.03
T00913,O00913,8360,1812.62,0.0
T00914,O00914,4722,1915.56,0.07
T00915,O00915,9668,4314.72,0.17
T00916,O00916,4764,1743.49,0.12
T00917,O00917,4896,964.51,0.1
T00918,O00918,3206,941.06,0.06
T00919,O00919,6307,2397.22,0.05
T00920,O00920,6864,1437.66,0.0
T00921,O00921,1232,483.1,0.09
T00922,O00922,9931,3453.1,0.02
T00923,O00923,1500,387.63,0.02
T00924,O00924,1134,355.59,0.06
T00925,O00925,2216,735.57,0.11
T00926,O00926,3446,695.55,0.03
T00927,O00927,7707,2906.97,0.02
T00928,O00928,8572,3780.24,0.03
T00929,O00929,3863,1405.48,0.07
T00930,O00930,1751,677.03,0.01
T00931,O00931,2259,782.13,0.1
T00932,O00932,9022,3482.77,0.01
T00933,O00933,5578,1818.94,0.03
T00934,O00934,846,336.28,0.03
T00935,O00935,8625,3033.48,0.19
T00936,O00936,8643,3301.13,0.08
T00937,O00937,4031,1450.23,0.05
T00938,O00938,8471,3400.81,0.15
T00939,O00939,4808,1773.37,0.18
T00940,O00940,5272,1023.35,0.12
T00941,O00941,8775,1655.64,0.06
T00942,O00942,3656,1247.51,0.11
T00943,O00943,4187,1240.16,0.06
T00944,O00944,4969,1958.47,0.05
T00945,O00945,2372,821.01,0.17
T00946,O00946,903,161.71,0.19
T00947,O00947,2145,803.23,0.17
T00948,O00948,6167,1361.1,0.14
T00949,O00949,5424,1184.53,0.02
T00950,O00950,1670,463.08,0.1
T00951,O00951,3522,1127.64,0.15
T00952,O00952,5121,894.89,0.18
T00953,O00953,7676,2536.23,0.2
T00954,O00954,6779,1217.38,0.01
T00955,O00955,5950,1462.14,0.09
T00956,O00956,3283,950.55,0.08
T00957,O00957,6896,2508.11,0.11
T00958,O00958,6503,1590.04,0.18
T00959,O00959,4732,811.3,0.08
T00960,O00960,8935,3092.01,0.09
T00961,O00961,4797,2056.04,0.14
T00962,O00962,7120,1253.41,0.18
T00963,O00963,2028,777.55,0.06
T00964,O00964,500,206.69,0.06
T00965,O00965,9347,2269.93,0.14
T00966,O00966,1659,698.13,0.0
T00967,O00967,9771,2465.83,0.14
T00968,O00968,4316,1363.95,0.11
T00969,O00969,4613,1537.95,0.09
T00970,O00970,8150,1644.3,0.1
T00971,O00971,5501,1718.79,0.16
T00972,O00972,8339,1261.11,0.04
T00973,O00973,576,114.06,0.01
T00974,O00974,1454,624.17,0.11
T00975,O00975,1059,243.67,0.03
T00976,O00976,7810,1889.05,0.18
T00977,O00977,2037,703.87,0.06
T00978,O00978,7418,3332.95,0.14
T00979,O00979,8847,3919.18,0.06
T00980,O00980,5428,1317.92,0.02
T00981,O00981,9433,3648.48,0.03
T00982,O00982,5560,2255.47,0.17
T00983,O00983,6222,2191.0,0.17
T00984,O00984,8221,2006.37,0.1
T00985,O00985,5645,861.18,0.13
T00986,O00986,8129,1584.89,0.09
T00987,O00987,8997,2118.91,0.01
T00988,O00988,2367,535.4,0.0
T00989,O00989,5205,1984.92,0.13
T00990,O00990,5803,1703.76,0.17
T00991,O00991,8163,1296.74,0.18
T00992,O00992,4472,672.92,0.18
T00993,O00993,3471,727.61,0.15
T00994,O00994,9252,1739.2,0.18
T00995,O00995,3255,851.27,0.02
T00996,O00996,8608,2371.77,0.1
T00997,O00997,7315,2863.67,0.05
T00998,O00998,5234,1702.32,0.02
T00999,O00999,9967,3105.83,0.06
T01000,O01000,3599,1216.68,0.03
T01001,O01001,1915,493.8,0.03
T01002,O01002,3726,816.8,0.01
T01003,O01003,635,163.82,0.03
T01004,O01004,4273,1183.1,0.18
T01005,O01005,3923,593.77,0.13
T01006,O01006,1405,445.04,0.06
T01007,O01007,6121,1010.37,0.13
T01008,O01008,9451,3418.47,0.04
T01009,O01009,4966,1985.68,0.03
T01010,O01010,4356,878.81,0.18
T01011,O01011,7422,1641.42,0.19
T01012,O01012,9167,3849.03,0.1
T01013,O01013,5420,1398.68,0.14
T01014,O01014,2819,941.87,0.06
T01015,O01015,9799,2512.8,0.09
T01016,O01016,9882,4284.36,0.05
T01017,O01017,3992,1096.77,0.01
T01018,O01018,5720,1144.79,0.13
T01019,O01019,6510,2564.31,0.17
T01020,O01020,783,207.3,0.02
T01021,O01021,5069,2107.76,0.11
T01022,O01022,6652,1450.05,0.17
T01023,O01023,3843,822.23,0.14
T01024,O01024,6195,2103.19,0.04
T01025,O01025,4492,2020.27,0.08
T01026,O01026,9831,2314.86,0.14
T01027,O01027,1331,265.89,0.03
T01028,O01028,2095,410.45,0.14
T01029,O01029,1659,579.24,0.05
T01030,O01030,4865,1707.5,0.06
T01031,O01031,6131,1607.74,0.02
T01032,O01032,9264,2847.74,0.11
T01033,O01033,7707,2502.85,0.09
T01034,O01034,9760,1725.77,0.06
T01035,O01035,4345,1140.7,0.08
T01036,O01036,3871,1328.56,0.09
T01037,O01037,6223,2451.29,0.06
T01038,O01038,965,235.93,0.14
T01039,O01039,5182,2046.35,0.14
T01040,O01040,2671,1200.78,0.04
T01041,O01041,5347,1562.55,0.1
T01042,O01042,2371,729.09,0.07
T01043,O01043,6031,1638.54,0.16
T01044,O01044,7563,3130.5,0.11
T01045,O01045,5932,1344.92,0.14
T01046,O01046,1960,550.79,0.08
T01047,O01047,6986,2232.86,0.02
T01048,O01048,6587,2463.53,0.16
T01049,O01049,1197,402.65,0.03
T01050,O01050,2450,1070.06,0.13
T01051,O01051,4654,1597.04,0.11
T01052,O01052,9345,4153.2,0.09
T01053,O01053,1057,306.96,0.02
T01054,O01054,5283,968.88,0.09
T01055,O01055,2771,904.24,0.18
T01056,O01056,9102,3942.32,0.02
T01057,O01057,9318,3646.08,0.07
T01058,O01058,3518,760.82,0.11
T01059,O01059,8753,2901.49,0.13
T01060,O01060,9698,2694.78,0.15
T01061,O01061,9420,3977.39,0.03
T01062,O01062,4851,1241.95,0.2
T01063,O01063,5429,1018.31,0.07
T01064,O01064,1660,339.75,0.18
T01065,O01065,3935,1747.06,0.01
T01066,O01066,7752,1862.58,0.17
T01067,O01067,3361,528.79,0.19
T01068,O01068,4679,735.2,0.17
T01069,O01069,5068,1299.64,0.1
T01070,O01070,6306,2143.15,0.17
T01071,O01071,8664,3293.04,0.03
T01072,O01072,1076,351.0,0.18
T01073,O01073,8928,1447.64,0.01
T01074,O01074,7775,3295.6,0.01
T01075,O01075,865,346.08,0.14
T01076,O01076,6640,2107.5,0.06
T01077,O01077,8494,3295.86,0.13
T01078,O01078,5756,1237.27,0.07
T01079,O01079,3684,1251.54,0.1
T01080,O01080,7216,2700.5,0.02
T01081,O01081,4039,619.12,0.13
T01082,O01082,8302,2274.17,0.08
T01083,O01083,4498,901.68,0.02
T01084,O01084,7116,1478.72,0.12
T01085,O01085,4669,953.03,0.2
T01086,O01086,565,178.11,0.08
T01087,O01087,5963,1378.6,0.1
T01088,O01088,2349,664.02,0.12
T01089,O01089,9525,1997.33,0.19
T01090,O01090,9132,3525.86,0.01
T01091,O01091,5575,1714.26,0.04
T01092,O01092,5370,2197.06,0.07
T01093,O01093,4593,1640.79,0.11
T01094,O01094,4310,1389.64,0.18
T01095,O01095,4074,1388.37,0.12
T01096,O01096,1902,377.46,0.2
T01097,O01097,8836,2669.96,0.16
T01098,O01098,4857,1742.81,0.13
T01099,O01099,688,214.38,0.13
T01100,O01100,7821,2384.36,0.03
T01101,O01101,9296,3255.28,0.06
T01102,O01102,9507,2635.6,0.14
T01103,O01103,7860,2386.9,0.11
T01104,O01104,1056,259.02,0.0
T01105,O01105,5928,2422.03,0.13
T01106,O01106,9085,3829.01,0.2
T01107,O01107,552,234.61,0.02
T01108,O01108,1484,511.16,0.16
T01109,O01109,900,359.85,0.08
T01110,O01110,4451,1405.72,0.01
T01111,O01111,4964,1285.07,0.06
T01112,O01112,2493,1093.76,0.19
T01113,O01113,6477,1255.06,0.07
T01114,O01114,2583,647.24,0.14
T01115,O01115,3688,1124.23,0.16
T01116,O01116,5239,1519.7,0.05
T01117,O01117,7814,2192.13,0.14
T01118,O01118,4730,1192.95,0.05
T01119,O01119,6431,2295.54,0.13
T01120,O01120,2547,1025.28,0.08
T01121,O01121,3335,772.01,0.07
T01122,O01122,1433,284.73,0.18
T01123,O01123,8376,2508.27,0.14
T01124,O01124,3174,583.63,0.13
T01125,O01125,2565,893.44,0.17
T01126,O01126,7466,3061.92,0.14
T01127,O01127,6083,1722.82,0.05
T01128,O01128,2690,672.44,0.0
T01129,O01129,2388,1004.72,0.15
T01130,O01130,4331,900.5,0.01
T01131,O01131,1873,810.39,0.02
T01132,O01132,7408,2110.31,0.03
T01133,O01133,5220,888.78,0.08
T01134,O01134,6598,2453.9,0.19
T01135,O01135,4524,1344.3,0.2
T01136,O01136,1609,667.7,0.02
T01137,O01137,7993,2504.45,0.19
T01138,O01138,3495,1402.47,0.12
T01139,O01139,8231,3616.56,0.01
T01140,O01140,4936,1581.27,0.15
T01141,O01141,7971,3071.9,0.06
T01142,O01142,1545,587.84,0.01
T01143,O01143,7496,3347.19,0.11
T01144,O01144,4820,1372.21,0.16
T01145,O01145,7925,1559.85,0.08
T01146,O01146,9374,3088.83,0.1
T01147,O01147,5394,1866.9,0.18
T01148,O01148,3938,750.73,0.2
T01149,O01149,9078,3259.63,0.01
T01150,O01150,2075,814.03,0.2
T01151,O01151,5407,2277.66,0.01
T01152,O01152,548,217.53,0.13
T01153,O01153,8864,2437.7,0.04
T01154,O01154,7556,2120.99,0.13
T01155,O01155,9130,3307.71,0.14
T01156,O01156,9994,3718.98,0.2
T01157,O01157,7840,3470.17,0.01
T01158,O01158,9836,2725.12,0.1
T01159,O01159,8069,1325.91,0.07
T01160,O01160,738,235.72,0.13
T01161,O01161,9615,3079.12,0.11
T01162,O01162,8241,1555.26,0.03
T01163,O01163,9750,3987.82,0.06
T01164,O01164,2396,513.34,0.0
T01165,O01165,2810,624.75,0.06
T01166,O01166,6703,1377.12,0.11
T01167,O01167,9036,3096.29,0.06
T01168,O01168,5566,1413.34,0.02
T01169,O01169,9447,4015.4,0.01
T01170,O01170,3980,783.21,0.14
T01171,O01171,8479,2808.5,0.17
T01172,O01172,3157,1367.59,0.11
T01173,O01173,2494,910.49,0.16
T01174,O01174,3256,1412.62,0.03
T01175,O01175,9694,1790.45,0.05
T01176,O01176,6699,1898.46,0.04
T01177,O01177,8122,2223.67,0.03
T01178,O01178,5253,1589.93,0.01
T01179,O01179,6818,1599.79,0.1
T01180,O01180,5257,1998.83,0.04
T01181,O01181,6574,1225.73,0.03
T01182,O01182,1415,418.94,0.02
T01183,O01183,7564,3392.65,0.18
T01184,O01184,8639,2463.97,0.04
T01185,O01185,8949,3572.72,0.08
T01186,O01186,8267,2600.02,0.03
T01187,O01187,1663,332.13,0.2
T01188,O01188,2407,939.25,0.19
T01189,O01189,5616,899.77,0.03
T01190,O01190,4309,1597.38,0.13
T01191,O01191,4772,771.22,0.02
T01192,O01192,1314,357.27,0.16
T01193,O01193,3196,924.72,0.08
T01194,O01194,6166,1430.36,0.15
T01195,O01195,5083,1340.33,0.12
T01196,O01196,5219,2012.21,0.06
T01197,O01197,9002,2899.1,0.17
T01198,O01198,8706,2552.92,0.07
T01199,O01199,4850,2165.15,0.16
T01200,O01200,6934,2929.93,0.09
T01201,O01201,5458,2330.58,0.09
T01202,O01202,3560,1492.15,0.06
T01203,O01203,4786,2147.02,0.12
T01204,O01204,3612,680.01,0.09
T01205,O01205,8645,3065.47,0.13
T01206,O01206,7951,3048.51,0.14
T01207,O01207,504,89.07,0.17
T01208,O01208,1567,471.03,0.02
T01209,O01209,1709,735.9,0.09
T01210,O01210,5847,1371.24,0.08
T01211,O01211,5672,969.12,0.17
T01212,O01212,8759,1393.91,0.09
T01213,O01213,1053,198.43,0.15
T01214,O01214,3221,699.47,0.13
T01215,O01215,7233,2055.62,0.14
T01216,O01216,2884,1225.55,0.08
T01217,O01217,3802,1471.88,0.2
T01218,O01218,7288,2118.14,0.03
T01219,O01219,6476,1372.15,0.02
T01220,O01220,4079,903.09,0.08
T01221,O01221,4313,1362.04,0.1
T01222,O01222,3328,1417.41,0.08
T01223,O01223,2367,893.69,0.06
T01224,O01224,4169,1808.52,0.13
T01225,O01225,4304,997.11,0.16
T01226,O01226,6597,2023.43,0.03
T01227,O01227,1237,203.91,0.08
T01228,O01228,7439,3113.29,0.2
T01229,O01229,3959,1357.12,0.14
T01230,O01230,838,173.93,0.03
T01231,O01231,6358,1051.07,0.12
T01232,O01232,1314,576.58,0.12
T01233,O01233,9182,2187.73,0.15
T01234,O01234,1901,475.03,0.02
T01235,O01235,1318,319.95,0.06
T01236,O01236,5820,1858.08,0.02
T01237,O01237,5150,1316.97,0.09
T01238,O01238,5538,1258.81,0.11
T01239,O01239,2985,1269.34,0.17
T01240,O01240,7120,2289.05,0.0
T01241,O01241,3121,664.97,0.15
T01242,O01242,2877,1293.59,0.17
T01243,O01243,2050,461.44,0.09
T01244,O01244,4937,1315.79,0.18
T01245,O01245,8074,2962.36,0.2
T01246,O01246,5247,1235.04,0.16
T01247,O01247,6612,2955.75,0.05
T01248,O01248,5921,2256.83,0.0
T01249,O01249,9873,2475.38,0.17
T01250,O01250,7442,2609.95,0.1
T01251,O01251,7128,1738.33,0.0
T01252,O01252,8907,2535.69,0.19
T01253,O01253,8812,2789.21,0.12
T01254,O01254,5987,1535.2,0.06
T01255,O01255,4114,1357.19,0.04
T01256,O01256,1749,751.28,0.04
T01257,O01257,8800,3768.64,0.2
T01258,O01258,8263,2971.76,0.16
T01259,O01259,6918,2068.79,0.16
T01260,O01260,6635,2162.69,0.15
T01261,O01261,2643,478.55,0.08
T01262,O01262,3249,740.49,0.0
T01263,O01263,8263,2774.75,0.17
T01264,O01264,2446,805.51,0.03
T01265,O01265,7091,2969.76,0.07
T01266,O01266,9911,1594.4,0.02
T01267,O01267,1398,235.52,0.17
T01268,O01268,1009,430.89,0.02
T01269,O01269,5783,2061.39,0.1
T01270,O01270,1976,624.28,0.01
T01271,O01271,6960,1250.65,0.16
T01272,O01272,8217,3437.7,0.04
T01273,O01273,3304,1455.57,0.01
T01274,O01274,2697,806.91,0.11
T01275,O01275,8776,3540.46,0.02
T01276,O01276,4892,1170.41,0.07
T01277,O01277,3632,639.32,0.18
T01278,O01278,5971,1027.22,0.18
T01279,O01279,2499,587.18,0.06
T01280,O01280,5164,785.48,0.09
T01281,O01281,4587,1732.0,0.1
T01282,O01282,4871,1582.87,0.19
T01283,O01283,3414,552.54,0.2
T01284,O01284,8070,2977.51,0.03
T01285,O01285,1301,498.4,0.03
T01286,O01286,6931,2119.23,0.04
T01287,O01287,743,322.45,0.13
T01288,O01288,1063,247.92,0.09
T01289,O01289,2386,942.29,0.15
T01290,O01290,9870,3037.88,0.18
T01291,O01291,5199,1228.56,0.11
T01292,O01292,4015,1569.18,0.03
T01293,O01293,3752,727.36,0.02
T01294,O01294,6714,1766.59,0.18
T01295,O01295,9903,3033.01,0.15
T01296,O01296,1720,412.15,0.1
T01297,O01297,1894,323.25,0.19
T01298,O01298,1943,603.94,0.1
T01299,O01299,3751,1131.63,0.04
T01300,O01300,7617,2166.11,0.06
T01301,O01301,584,129.31,0.11
T01302,O01302,2893,988.81,0.08
T01303,O01303,9267,1434.7,0.14
T01304,O01304,2532,1043.15,0.17
T01305,O01305,9718,2673.63,0.08
T01306,O01306,2457,1000.73,0.12
T01307,O01307,7670,2016.26,0.14
T01308,O01308,924,239.77,0.06
T01309,O01309,9168,2582.38,0.13
T01310,O01310,5674,1212.81,0.07
T01311,O01311,3320,1386.54,0.09
T01312,O01312,1960,361.54,0.19
T01313,O01313,1878,418.17,0.11
T01314,O01314,4585,1453.0,0.01
T01315,O01315,5865,1398.63,0.18
T01316,O01316,3724,675.56,0.09
T01317,O01317,9740,4096.77,0.01
T01318,O01318,5774,2439.81,0.12
T01319,O01319,9670,1729.51,0.04
T01320,O01320,5702,1863.56,0.16
T01321,O01321,5663,2124.46,0.17
T01322,O01322,4430,1458.28,0.01
T01323,O01323,2208,722.43,0.1
T01324,O01324,3571,957.08,0.12
T01325,O01325,852,204.78,0.13
T01326,O01326,5661,2055.15,0.18
T01327,O01327,7424,2269.17,0.16
T01328,O01328,2364,841.93,0.09
T01329,O01329,1317,562.19,0.03
T01330,O01330,9126,2661.59,0.02
T01331,O01331,2322,706.26,0.08
T01332,O01332,4307,721.34,0.18
T01333,O01333,6339,1837.47,0.18
T01334,O01334,2846,477.88,0.17
T01335,O01335,5285,1923.0,0.19
T01336,O01336,3246,668.2,0.15
T01337,O01337,5285,1044.04,0.15
T01338,O01338,9903,3054.41,0.13
T01339,O01339,2726,926.12,0.19
T01340,O01340,4111,1518.58,0.12
T01341,O01341,6932,2223.19,0.06
T01342,O01342,9124,2778.85,0.1
T01343,O01343,8677,1798.98,0.04
T01344,O01344,9132,1599.48,0.11
T01345,O01345,5110,964.29,0.13
T01346,O01346,2092,897.21,0.01
T01347,O01347,3678,602.01,0.09
T01348,O01348,9908,3133.92,0.03
T01349,O01349,9042,2018.31,0.01
T01350,O01350,7365,2691.24,0.07
T01351,O01351,6530,2232.5,0.05
T01352,O01352,878,269.43,0.15
T01353,O01353,5192,2200.37,0.14
T01354,O01354,6223,1751.99,0.04
T01355,O01355,5499,1001.3,0.15
T01356,O01356,9652,2316.53,0.16
T01357,O01357,8154,1481.14,0.03
T01358,O01358,2225,335.54,0.03
T01359,O01359,3024,605.33,0.08
T01360,O01360,6302,1823.29,0.04
T01361,O01361,7367,1249.98,0.06
T01362,O01362,7332,3147.46,0.07
T01363,O01363,6229,1867.75,0.12
T01364,O01364,8661,2140.28,0.05
T01365,O01365,6214,1826.71,0.19
T01366,O01366,3158,883.09,0.18
T01367,O01367,2148,745.8,0.06
T01368,O01368,6239,2381.03,0.15
T01369,O01369,8989,3278.92,0.18
T01370,O01370,8201,2199.54,0.12
T01371,O01371,5496,1327.86,0.13
T01372,O01372,1169,487.92,0.0
T01373,O01373,6871,2839.05,0.17
T01374,O01374,2629,1073.34,0.17
T01375,O01375,1943,558.5,0.06
T01376,O01376,9353,3384.88,0.06
T01377,O01377,1622,388.78,0.02
T01378,O01378,3102,797.86,0.16
T01379,O01379,1272,217.31,0.04
T01380,O01380,3238,1131.87,0.08
T01381,O01381,7773,3026.31,0.16
T01382,O01382,8333,2256.98,0.08
T01383,O01383,7096,1584.69,0.2
T01384,O01384,1883,782.19,0.08
T01385,O01385,9990,3162.21,0.14
T01386,O01386,5381,1536.86,0.06
T01387,O01387,7665,2267.61,0.18
T01388,O01388,6688,1568.95,0.07
T01389,O01389,2634,424.02,0.11
T01390,O01390,6599,2913.32,0.06
T01391,O01391,6682,2313.26,0.11
T01392,O01392,3138,1119.28,0.18
T01393,O01393,4480,1748.36,0.13
T01394,O01394,8533,1892.14,0.0
T01395,O01395,5830,1171.1,0.05
T01396,O01396,3991,1308.25,0.17
T01397,O01397,6075,2594.62,0.18
T01398,O01398,5012,1273.83,0.06
T01399,O01399,4063,633.89,0.09
T01400,O01400,3280,1388.42,0.01
T01401,O01401,5437,1176.84,0.04
T01402,O01402,3774,779.19,0.04
T01403,O01403,5556,1128.08,0.02
T01404,O01404,7519,1301.02,0.19
T01405,O01405,8365,1851.33,0.04
T01406,O01406,2697,1045.27,0.09
T01407,O01407,3499,545.87,0.19
T01408,O01408,6972,2134.44,0.05
T01409,O01409,5035,1917.78,0.17
T01410,O01410,8271,1984.42,0.2
T01411,O01411,6412,1463.31,0.01
T01412,O01412,7136,2211.04,0.02
T01413,O01413,4942,1314.37,0.13
T01414,O01414,5308,1328.94,0.19
T01415,O01415,2696,742.99,0.19
T01416,O01416,7109,2284.1,0.15
T01417,O01417,5229,1602.17,0.16
T01418,O01418,1182,531.38,0.08
T01419,O01419,4903,1458.69,0.1
T01420,O01420,7530,1402.74,0.05
T01421,O01421,2185,807.51,0.01
