Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Transaction_ID,Revenue,Profit,Discount,Customer_Name,Region,Customer_Segment,Industry,Product_Name,Category,Unit_Cost
O00361,C0249,P029,2025-08-17,1,T00361,7148,1119.93,0.04,Myers Ltd,Midwest,Small Business,Finance,Cybersecurity Package,Software,719
O00362,C0193,P021,2025-12-22,7,T00362,8056,1739.27,0.1,Jimenez Group,South,Small Business,Healthcare,Analytics Consulting,Services,831
O00363,C0165,P023,2025-12-22,8,T00363,3684,1438.03,0.16,"Nicholson, Wang and Ross",Midwest,Small Business,Finance,Cybersecurity Package,Software,745
O00364,C0102,P043,2025-06-11,1,T00364,3414,1086.04,0.02,Torres Ltd,Northeast,Consumer,Media,Analytics Consulting,Services,331
O00365,C0480,P027,2025-01-18,6,T00365,2762,829.95,0.18,King Group,West,Consumer,Healthcare,Analytics Consulting,Services,835
O00366,C0140,P006,2025-12-25,7,T00366,9110,3240.25,0.0,"Holmes, Campbell and Torres",Northeast,Corporate,Retail,Analytics Consulting,Services,992
O00367,C0318,P009,2025-02-23,10,T00367,2917,1155.83,0.08,"Armstrong, Martin and Gates",Midwest,Consumer,Retail,Training Services,Services,496
O00368,C0217,P008,2025-02-13,2,T00368,6320,1179.0,0.15,Hobbs-Gibbs,South,Consumer,Finance,Business Laptop,Hardware,297
O00369,C0051,P027,2025-11-07,9,T00369,9012,2768.67,0.1,Gardner-Richards,West,Corporate,Technology,Analytics Consulting,Services,835
O00370,C0423,P014,2025-07-12,4,T00370,6762,2980.42,0.05,"Ward, Jordan and Wilson",South,Small Business,Education,Cybersecurity Package,Software,645
O00371,C0131,P018,2025-09-18,5,T00371,6005,2311.55,0.18,Miller-Torres,South,Corporate,Education,Cloud Analytics Platform,Software,101
O00372,C0008,P002,2025-09-09,9,T00372,5775,1066.48,0.02,"Thompson, Terrell and Cline",South,Consumer,Media,Cybersecurity Package,Software,207
O00373,C0060,P018,2025-03-02,5,T00373,3261,952.27,0.17,Moore-Dillon,South,Small Business,Finance,Cloud Analytics Platform,Software,101
O00374,C0214,P018,2025-12-10,6,T00374,1556,468.25,0.16,Acosta and Sons,South,Corporate,Finance,Cloud Analytics Platform,Software,101
O00375,C0203,P004,2025-08-20,1,T00375,8575,3529.25,0.03,Smith-Jones,West,Small Business,Technology,Business Laptop,Hardware,583
O00376,C0312,P016,2025-02-23,10,T00376,8874,3547.02,0.16,Williams Group,West,Consumer,Education,Analytics Consulting,Services,981
O00377,C0070,P005,2025-08-28,8,T00377,5163,1054.84,0.04,Gonzalez Group,Midwest,Consumer,Finance,Cybersecurity Package,Software,272
O00378,C0240,P041,2025-03-14,7,T00378,4313,1190.04,0.08,Mitchell-Smith,Midwest,Corporate,Finance,Cybersecurity Package,Software,905
O00379,C0007,P018,2025-03-16,4,T00379,2676,744.99,0.11,Guzman Group,West,Corporate,Media,Cloud Analytics Platform,Software,101
O00380,C0108,P036,2025-11-10,3,T00380,8792,3641.86,0.0,"Singh, Smith and Blackwell",South,Small Business,Technology,Training Services,Services,663
O00381,C0254,P030,2025-08-13,5,T00381,3955,1447.69,0.08,Foster-Brooks,South,Corporate,Media,Cloud Analytics Platform,Software,605
O00382,C0353,P039,2025-05-07,5,T00382,5837,2016.1,0.04,"Wade, Carpenter and Armstrong",South,Small Business,Technology,Office Equipment,Hardware,207
O00383,C0249,P030,2025-02-17,4,T00383,6462,1106.05,0.09,Myers Ltd,Midwest,Small Business,Finance,Cloud Analytics Platform,Software,605
O00384,C0468,P036,2025-08-18,5,T00384,9888,3161.22,0.15,Petty-Bond,Midwest,Consumer,Retail,Training Services,Services,663
O00385,C0189,P026,2025-09-13,1,T00385,6632,2685.7,0.1,Dean LLC,South,Corporate,Retail,Training Services,Services,474
O00386,C0220,P003,2025-04-30,5,T00386,4404,1348.14,0.02,Ramsey-Luna,South,Small Business,Education,Network Equipment,Hardware,462
O00387,C0224,P034,2025-08-14,1,T00387,4548,905.11,0.12,Anderson Ltd,Midwest,Consumer,Healthcare,Training Services,Services,250
O00388,C0165,P024,2025-05-20,9,T00388,786,194.47,0.13,"Nicholson, Wang and Ross",Midwest,Small Business,Finance,Analytics Consulting,Services,155
O00389,C0490,P010,2025-04-29,1,T00389,2581,540.17,0.18,Reyes LLC,West,Corporate,Healthcare,Business Laptop,Hardware,351
O00390,C0492,P030,2025-08-05,5,T00390,9251,3382.91,0.03,Davis PLC,South,Small Business,Education,Cloud Analytics Platform,Software,605
O00391,C0043,P010,2025-04-24,1,T00391,8893,3193.34,0.13,Jackson-Burke,South,Consumer,Healthcare,Business Laptop,Hardware,351
O00392,C0126,P021,2025-01-18,6,T00392,4798,1270.39,0.17,Duncan-Murray,Midwest,Consumer,Media,Analytics Consulting,Services,831
O00393,C0105,P025,2025-03-25,10,T00393,8132,3598.69,0.09,"Gonzalez, Richardson and Owen",West,Consumer,Media,Cloud Analytics Platform,Software,411
O00394,C0301,P024,2025-07-19,8,T00394,8496,2858.69,0.1,"Baker, Ross and Sutton",Northeast,Small Business,Retail,Analytics Consulting,Services,155
O00395,C0052,P025,2025-05-20,2,T00395,7149,1235.68,0.07,"Pearson, Potter and Frye",South,Consumer,Education,Cloud Analytics Platform,Software,411
O00396,C0427,P048,2025-04-21,3,T00396,8616,2717.39,0.14,Nash LLC,Midwest,Small Business,Technology,Cloud Analytics Platform,Software,986
O00397,C0010,P011,2025-04-13,1,T00397,9413,3974.52,0.2,"Allison, James and Boyd",Northeast,Consumer,Technology,Cloud Analytics Platform,Software,983
O00398,C0483,P026,2025-03-31,1,T00398,8399,3567.24,0.01,Wallace-Molina,Midwest,Consumer,Retail,Training Services,Services,474
O00399,C0039,P038,2025-04-18,1,T00399,2183,611.02,0.14,"Bell, King and Mosley",South,Corporate,Retail,Cybersecurity Package,Software,409
O00400,C0060,P026,2025-12-17,6,T00400,8238,1491.12,0.02,Moore-Dillon,South,Small Business,Finance,Training Services,Services,474
O00401,C0175,P031,2025-01-31,9,T00401,9839,1496.36,0.2,Schultz Inc,Northeast,Consumer,Media,Training Services,Services,918
O00402,C0085,P039,2025-01-12,6,T00402,9677,1655.85,0.19,Barnett-Green,West,Corporate,Technology,Office Equipment,Hardware,207
O00403,C0280,P021,2025-11-07,7,T00403,5721,1415.79,0.0,Hernandez-Miller,Northeast,Corporate,Media,Analytics Consulting,Services,831
O00404,C0134,P003,2025-07-18,6,T00404,7877,2185.45,0.07,Edwards-Long,West,Small Business,Media,Network Equipment,Hardware,462
O00405,C0128,P017,2025-08-05,7,T00405,7297,1925.33,0.03,"Jenkins, Jackson and Smith",Midwest,Small Business,Education,Data Storage Solution,Software,928
O00406,C0305,P031,2025-06-20,10,T00406,9096,1818.12,0.03,Lewis-Hughes,Northeast,Consumer,Healthcare,Training Services,Services,918
O00407,C0483,P032,2025-09-09,5,T00407,9163,3841.84,0.2,Wallace-Molina,Midwest,Consumer,Retail,Analytics Consulting,Services,411
O00408,C0440,P037,2025-12-06,9,T00408,7383,1942.09,0.06,"Smith, Valdez and Dillon",West,Small Business,Education,Network Equipment,Hardware,111
O00409,C0396,P038,2025-05-31,1,T00409,7481,2054.46,0.09,Martinez PLC,South,Small Business,Media,Cybersecurity Package,Software,409
O00410,C0085,P042,2025-04-19,9,T00410,3042,837.67,0.01,Barnett-Green,West,Corporate,Technology,Business Laptop,Hardware,992
O00411,C0196,P022,2025-11-03,6,T00411,7132,1639.94,0.03,Mullins and Sons,South,Small Business,Healthcare,Business Laptop,Hardware,386
O00412,C0096,P009,2025-04-29,4,T00412,3426,1155.59,0.14,Ray-Wilson,West,Small Business,Finance,Training Services,Services,496
O00413,C0058,P023,2025-06-24,2,T00413,9784,2913.24,0.08,"Thompson, Carter and Mcintosh",Northeast,Consumer,Education,Cybersecurity Package,Software,745
O00414,C0138,P025,2025-09-10,1,T00414,8417,2562.61,0.09,"Hart, Ryan and Huff",Midwest,Corporate,Technology,Cloud Analytics Platform,Software,411
O00415,C0439,P034,2025-11-24,2,T00415,2413,608.24,0.03,Watson-Cohen,South,Consumer,Finance,Training Services,Services,250
O00416,C0029,P007,2025-11-24,3,T00416,3723,882.65,0.16,Greene-Smith,Northeast,Consumer,Healthcare,Data Storage Solution,Software,457
O00417,C0264,P005,2025-06-22,9,T00417,4222,1053.91,0.06,"Walters, Meza and Wallace",South,Corporate,Healthcare,Cybersecurity Package,Software,272
O00418,C0033,P028,2025-07-07,10,T00418,1211,459.24,0.18,Walker-Mcdonald,West,Consumer,Technology,Office Equipment,Hardware,818
O00419,C0292,P045,2025-02-19,2,T00419,8117,3003.6,0.14,Key-Pacheco,West,Consumer,Media,Business Laptop,Hardware,759
O00420,C0243,P029,2025-08-02,10,T00420,8680,2614.09,0.15,Cervantes-Park,West,Consumer,Technology,Cybersecurity Package,Software,719
O00421,C0263,P045,2025-12-21,3,T00421,5683,967.69,0.14,Lyons PLC,Midwest,Corporate,Retail,Business Laptop,Hardware,759
O00422,C0235,P006,2025-05-21,4,T00422,1996,848.65,0.08,"Hancock, Bennett and Hill",Midwest,Corporate,Healthcare,Analytics Consulting,Services,992
O00423,C0123,P039,2025-01-16,7,T00423,797,135.4,0.09,Montgomery-Ferguson,Midwest,Consumer,Technology,Office Equipment,Hardware,207
O00424,C0457,P039,2025-04-10,6,T00424,7498,1328.8,0.17,Higgins PLC,South,Corporate,Education,Office Equipment,Hardware,207
O00425,C0197,P013,2025-03-03,5,T00425,1294,325.88,0.16,Patterson-Medina,Northeast,Corporate,Education,Office Equipment,Hardware,453
O00426,C0358,P019,2025-12-07,7,T00426,5210,985.64,0.14,Adams-Taylor,West,Consumer,Media,Analytics Consulting,Services,292
O00427,C0056,P031,2025-07-30,1,T00427,9666,1883.46,0.14,Booth PLC,West,Consumer,Technology,Training Services,Services,918
O00428,C0095,P012,2025-03-22,8,T00428,8859,3810.9,0.12,Williams LLC,Northeast,Consumer,Media,Office Equipment,Hardware,892
O00429,C0034,P031,2025-05-10,4,T00429,2929,1093.79,0.09,Boyd Inc,Midwest,Small Business,Retail,Training Services,Services,918
O00430,C0285,P024,2025-07-18,4,T00430,9053,3878.41,0.11,Davis-Miranda,South,Corporate,Finance,Analytics Consulting,Services,155
O00431,C0458,P041,2025-07-26,2,T00431,8575,3443.59,0.02,Houston and Sons,Northeast,Corporate,Media,Cybersecurity Package,Software,905
O00432,C0455,P004,2025-05-06,4,T00432,7913,2049.32,0.1,"Bolton, Rojas and Peterson",West,Small Business,Technology,Business Laptop,Hardware,583
O00433,C0137,P025,2025-08-01,2,T00433,2402,896.6,0.14,Arnold-Torres,Northeast,Corporate,Finance,Cloud Analytics Platform,Software,411
O00434,C0160,P033,2025-09-16,2,T00434,7778,2960.69,0.1,Hayes-Kelley,South,Small Business,Technology,Training Services,Services,705
O00435,C0413,P046,2025-08-30,5,T00435,2967,988.37,0.03,"Hull, Rodriguez and Mays",South,Consumer,Retail,Training Services,Services,381
O00436,C0475,P022,2025-11-18,3,T00436,1557,537.97,0.01,Alvarado-Sanchez,West,Consumer,Finance,Business Laptop,Hardware,386
O00437,C0150,P043,2025-10-02,4,T00437,902,258.61,0.0,"Reyes, Martin and Pham",Midwest,Consumer,Finance,Analytics Consulting,Services,331
O00438,C0360,P043,2025-07-30,5,T00438,6925,2982.94,0.01,Smith and Sons,West,Corporate,Technology,Analytics Consulting,Services,331
O00439,C0009,P040,2025-07-19,7,T00439,9340,3850.38,0.17,Walker-Dean,Midwest,Consumer,Education,Training Services,Services,600
O00440,C0420,P012,2025-03-09,3,T00440,4369,1656.98,0.11,Williams LLC,Northeast,Consumer,Healthcare,Office Equipment,Hardware,892
O00441,C0107,P046,2025-01-28,8,T00441,5779,1091.7,0.05,Pennington and Sons,Northeast,Small Business,Technology,Training Services,Services,381
O00442,C0079,P034,2025-07-28,5,T00442,7357,2678.69,0.14,"White, Walls and Myers",South,Small Business,Technology,Training Services,Services,250
O00443,C0129,P013,2025-12-13,5,T00443,6551,2059.82,0.01,"Jackson, Ferguson and Love",Northeast,Consumer,Media,Office Equipment,Hardware,453
O00444,C0241,P019,2025-10-12,8,T00444,4127,1621.79,0.17,Saunders-Jacobs,South,Corporate,Finance,Analytics Consulting,Services,292
O00445,C0164,P031,2025-06-24,2,T00445,4555,1856.05,0.09,Lopez Group,Northeast,Consumer,Technology,Training Services,Services,918
O00446,C0210,P001,2025-10-09,2,T00446,1136,292.21,0.13,Taylor Group,South,Corporate,Education,Cybersecurity Package,Software,409
O00447,C0081,P037,2025-08-01,8,T00447,1239,214.41,0.13,Garcia Inc,South,Corporate,Media,Network Equipment,Hardware,111
O00448,C0427,P040,2025-10-05,10,T00448,3680,1614.45,0.16,Nash LLC,Midwest,Small Business,Technology,Training Services,Services,600
O00449,C0409,P016,2025-06-01,10,T00449,6709,1771.87,0.07,Clark-Lara,Northeast,Corporate,Healthcare,Analytics Consulting,Services,981
O00450,C0429,P023,2025-07-25,7,T00450,9245,3741.77,0.09,"Atkins, Farley and Edwards",South,Small Business,Healthcare,Cybersecurity Package,Software,745
O00451,C0094,P002,2025-05-31,4,T00451,8935,2674.71,0.16,Bradley Ltd,West,Small Business,Healthcare,Cybersecurity Package,Software,207
O00452,C0208,P015,2025-12-13,2,T00452,7343,2812.39,0.11,Gonzalez-Schmidt,West,Small Business,Education,Business Laptop,Hardware,495
O00453,C0177,P022,2025-08-06,7,T00453,5357,2246.67,0.07,Logan-Rowe,West,Consumer,Education,Business Laptop,Hardware,386
O00454,C0061,P042,2025-02-26,5,T00454,7535,2302.04,0.03,"Martinez, Rios and Haney",West,Corporate,Healthcare,Business Laptop,Hardware,992
O00455,C0266,P036,2025-06-26,9,T00455,5268,1424.27,0.14,Barnett-Smith,South,Small Business,Finance,Training Services,Services,663
O00456,C0093,P033,2025-09-15,3,T00456,9756,4353.63,0.15,"Phillips, Williams and Thompson",West,Consumer,Healthcare,Training Services,Services,705
O00457,C0439,P010,2025-06-08,8,T00457,8288,2523.3,0.19,Watson-Cohen,South,Consumer,Finance,Business Laptop,Hardware,351
O00458,C0226,P031,2025-07-16,10,T00458,5104,1093.64,0.13,Waters Inc,Northeast,Corporate,Technology,Training Services,Services,918
O00459,C0202,P044,2025-12-15,2,T00459,2334,1000.34,0.17,"Warren, Reid and Austin",South,Consumer,Finance,Analytics Consulting,Services,723
O00460,C0352,P003,2025-09-14,7,T00460,2349,627.59,0.14,Meyers and Sons,South,Consumer,Education,Network Equipment,Hardware,462
O00461,C0132,P020,2025-04-07,8,T00461,6293,1511.03,0.03,Ford-Smith,West,Consumer,Finance,Cybersecurity Package,Software,771
O00462,C0201,P043,2025-03-20,2,T00462,6467,2797.36,0.02,Adams LLC,Northeast,Small Business,Education,Analytics Consulting,Services,331
O00463,C0472,P009,2025-06-23,3,T00463,9703,2081.94,0.12,"Bennett, Harris and Garcia",Midwest,Corporate,Retail,Training Services,Services,496
O00464,C0293,P047,2025-04-03,3,T00464,6184,2440.89,0.16,"Wolf, Kennedy and Underwood",Midwest,Corporate,Retail,Cloud Analytics Platform,Software,144
O00465,C0166,P048,2025-12-06,3,T00465,1418,588.66,0.16,Gonzalez-Graham,Midwest,Consumer,Finance,Cloud Analytics Platform,Software,986
O00466,C0129,P009,2025-04-25,2,T00466,7732,2066.04,0.04,"Jackson, Ferguson and Love",Northeast,Consumer,Media,Training Services,Services,496
O00467,C0404,P013,2025-07-30,8,T00467,8217,3600.72,0.09,"Dominguez, Townsend and Kelly",South,Corporate,Retail,Office Equipment,Hardware,453
O00468,C0067,P008,2025-03-01,8,T00468,7658,1208.03,0.06,Medina-Cochran,South,Consumer,Healthcare,Business Laptop,Hardware,297
O00469,C0251,P006,2025-09-17,4,T00469,4391,1967.11,0.1,"Long, Austin and Fleming",Midwest,Consumer,Media,Analytics Consulting,Services,992
O00470,C0413,P045,2025-09-15,8,T00470,3089,1296.15,0.16,"Hull, Rodriguez and Mays",South,Consumer,Retail,Business Laptop,Hardware,759
O00471,C0447,P013,2025-06-03,2,T00471,4574,1861.0,0.1,Robinson Inc,West,Consumer,Education,Office Equipment,Hardware,453
O00472,C0445,P001,2025-05-30,9,T00472,5648,1383.45,0.05,Suarez Group,South,Small Business,Technology,Cybersecurity Package,Software,409
O00473,C0483,P022,2025-06-02,6,T00473,7601,1480.93,0.0,Wallace-Molina,Midwest,Consumer,Retail,Business Laptop,Hardware,386
O00474,C0095,P001,2025-04-20,9,T00474,1447,231.36,0.02,Williams LLC,Northeast,Consumer,Media,Cybersecurity Package,Software,409
O00475,C0193,P043,2025-11-05,8,T00475,5199,1183.54,0.18,Jimenez Group,South,Small Business,Healthcare,Analytics Consulting,Services,331
O00476,C0341,P046,2025-11-24,5,T00476,4595,1914.88,0.11,Mitchell-Wilson,West,Consumer,Media,Training Services,Services,381
O00477,C0084,P009,2025-11-07,5,T00477,5009,1158.18,0.19,Tran PLC,West,Consumer,Finance,Training Services,Services,496
O00478,C0428,P001,2025-04-22,7,T00478,920,332.1,0.12,Castro-Allen,West,Consumer,Media,Cybersecurity Package,Software,409
O00479,C0169,P032,2025-07-16,1,T00479,4307,1608.98,0.13,"Brown, Hernandez and Buchanan",Midwest,Consumer,Media,Analytics Consulting,Services,411
O00480,C0453,P048,2025-04-12,6,T00480,4018,888.34,0.09,Lang-Price,Northeast,Consumer,Healthcare,Cloud Analytics Platform,Software,986
O00481,C0315,P017,2025-06-29,2,T00481,9569,2920.69,0.07,Ramirez Ltd,South,Corporate,Education,Data Storage Solution,Software,928
O00482,C0381,P003,2025-12-05,7,T00482,4145,1535.74,0.08,Wilson Group,South,Small Business,Media,Network Equipment,Hardware,462
O00483,C0022,P028,2025-04-27,1,T00483,9199,2548.72,0.07,"Andrews, Wright and Brock",Midwest,Corporate,Education,Office Equipment,Hardware,818
O00484,C0018,P006,2025-12-28,9,T00484,4852,1520.05,0.08,Kelly-Jones,Midwest,Small Business,Finance,Analytics Consulting,Services,992
O00485,C0450,P030,2025-09-21,1,T00485,8081,2213.94,0.04,Owens-Jones,Northeast,Small Business,Finance,Cloud Analytics Platform,Software,605
O00486,C0144,P041,2025-09-04,10,T00486,6313,2635.39,0.05,"Lee, Mason and Myers",South,Small Business,Media,Cybersecurity Package,Software,905
O00487,C0430,P015,2025-11-21,1,T00487,5257,887.25,0.08,"Pitts, Hoffman and Randall",Midwest,Small Business,Finance,Business Laptop,Hardware,495
O00488,C0352,P018,2025-06-26,4,T00488,7047,3025.51,0.03,Meyers and Sons,South,Consumer,Education,Cloud Analytics Platform,Software,101
O00489,C0088,P022,2025-07-11,4,T00489,6126,1779.67,0.12,"Duncan, Diaz and Hensley",Northeast,Corporate,Finance,Business Laptop,Hardware,386
O00490,C0493,P026,2025-02-24,6,T00490,6041,2376.59,0.06,Waller and Sons,Northeast,Corporate,Education,Training Services,Services,474
O00491,C0091,P015,2025-12-04,4,T00491,7594,3308.76,0.07,Boone-Leonard,South,Consumer,Healthcare,Business Laptop,Hardware,495
O00492,C0313,P002,2025-10-06,7,T00492,4287,1490.24,0.05,Moore-Parsons,Midwest,Small Business,Retail,Cybersecurity Package,Software,207
O00493,C0050,P003,2025-09-03,8,T00493,4082,1682.45,0.0,Heath-Johnson,West,Corporate,Finance,Network Equipment,Hardware,462
O00494,C0453,P001,2025-01-25,10,T00494,3197,789.33,0.03,Lang-Price,Northeast,Consumer,Healthcare,Cybersecurity Package,Software,409
O00495,C0465,P044,2025-10-15,1,T00495,6728,2667.02,0.1,"Murphy, Ayala and Roth",Northeast,Corporate,Media,Analytics Consulting,Services,723
O00496,C0391,P015,2025-12-10,10,T00496,4624,1791.77,0.05,"Kidd, Wyatt and Mcdonald",West,Corporate,Technology,Business Laptop,Hardware,495
O00497,C0467,P003,2025-07-03,7,T00497,3424,831.25,0.01,Reid Group,West,Small Business,Technology,Network Equipment,Hardware,462
O00498,C0323,P036,2025-06-20,2,T00498,9559,1829.56,0.18,"Robinson, Bates and Owens",Midwest,Small Business,Healthcare,Training Services,Services,663
O00499,C0233,P008,2025-04-02,5,T00499,1757,595.38,0.17,Fowler Group,Midwest,Corporate,Retail,Business Laptop,Hardware,297
O00500,C0386,P022,2025-11-29,3,T00500,4944,1670.49,0.08,"Aguirre, Lambert and Mitchell",Northeast,Small Business,Healthcare,Business Laptop,Hardware,386
O00501,C0065,P033,2025-09-18,2,T00501,656,288.09,0.11,Summers and Sons,Northeast,Corporate,Retail,Training Services,Services,705
O00502,C0171,P006,2025-01-21,1,T00502,9962,2224.28,0.17,"Logan, Bond and Roman",Northeast,Small Business,Retail,Analytics Consulting,Services,992
O00503,C0394,P003,2025-08-17,6,T00503,2554,462.99,0.1,"Adams, Brown and Henry",South,Consumer,Media,Network Equipment,Hardware,462
O00504,C0098,P006,2025-12-11,3,T00504,8632,1445.21,0.16,Walters Group,Midwest,Small Business,Retail,Analytics Consulting,Services,992
O00505,C0493,P007,2025-07-29,5,T00505,4232,1759.77,0.05,Waller and Sons,Northeast,Corporate,Education,Data Storage Solution,Software,457
O00506,C0498,P018,2025-04-18,1,T00506,4232,1736.36,0.18,"Marshall, Miller and Hester",Midwest,Consumer,Education,Cloud Analytics Platform,Software,101
O00507,C0111,P034,2025-02-07,5,T00507,6692,2568.84,0.13,"Christian, Bell and Valenzuela",West,Corporate,Retail,Training Services,Services,250
O00508,C0325,P037,2025-04-13,3,T00508,6954,1686.16,0.07,Morales PLC,Northeast,Consumer,Technology,Network Equipment,Hardware,111
O00509,C0019,P040,2025-03-14,9,T00509,1324,501.65,0.02,Bell-Rodriguez,South,Consumer,Media,Training Services,Services,600
O00510,C0156,P023,2025-11-17,3,T00510,1185,462.41,0.18,"Edwards, Herrera and Hartman",Northeast,Consumer,Retail,Cybersecurity Package,Software,745
O00511,C0123,P042,2025-09-19,10,T00511,5511,2184.99,0.17,Montgomery-Ferguson,Midwest,Consumer,Technology,Business Laptop,Hardware,992
O00512,C0448,P039,2025-10-07,2,T00512,2829,659.87,0.05,Miller Inc,South,Small Business,Healthcare,Office Equipment,Hardware,207
O00513,C0386,P039,2025-12-25,5,T00513,8357,2870.38,0.16,"Aguirre, Lambert and Mitchell",Northeast,Small Business,Healthcare,Office Equipment,Hardware,207
O00514,C0095,P048,2025-08-02,7,T00514,4572,1802.47,0.19,Williams LLC,Northeast,Consumer,Media,Cloud Analytics Platform,Software,986
O00515,C0293,P036,2025-09-10,6,T00515,3064,1029.78,0.03,"Wolf, Kennedy and Underwood",Midwest,Corporate,Retail,Training Services,Services,663
O00516,C0061,P050,2025-08-03,9,T00516,2034,705.12,0.15,"Martinez, Rios and Haney",West,Corporate,Healthcare,Office Equipment,Hardware,986
O00517,C0488,P031,2025-08-26,1,T00517,4537,1382.94,0.08,Henderson-Sanchez,South,Consumer,Technology,Training Services,Services,918
O00518,C0433,P009,2025-01-03,8,T00518,3877,1708.39,0.07,Monroe-Reed,Northeast,Small Business,Media,Training Services,Services,496
O00519,C0153,P012,2025-01-15,2,T00519,2044,401.06,0.07,"Anthony, Mcintyre and Mills",Northeast,Consumer,Retail,Office Equipment,Hardware,892
O00520,C0031,P035,2025-07-17,5,T00520,4366,1650.01,0.11,Wilson-Elliott,Northeast,Consumer,Technology,Analytics Consulting,Services,265
O00521,C0101,P024,2025-03-23,8,T00521,7699,1529.13,0.08,Woodard-Giles,Northeast,Small Business,Education,Analytics Consulting,Services,155
O00522,C0250,P017,2025-09-17,1,T00522,6539,2643.11,0.01,Huff-Curry,South,Corporate,Retail,Data Storage Solution,Software,928
O00523,C0044,P018,2025-03-11,9,T00523,8307,2503.44,0.06,Griffith-Andrade,Midwest,Corporate,Media,Cloud Analytics Platform,Software,101
O00524,C0080,P008,2025-06-10,6,T00524,8569,3546.2,0.11,Collins PLC,Northeast,Consumer,Education,Business Laptop,Hardware,297
O00525,C0461,P005,2025-01-15,10,T00525,3695,1023.19,0.19,Everett-Williams,South,Consumer,Education,Cybersecurity Package,Software,272
O00526,C0126,P014,2025-11-18,7,T00526,1289,453.17,0.16,Duncan-Murray,Midwest,Consumer,Media,Cybersecurity Package,Software,645
O00527,C0385,P002,2025-05-29,10,T00527,6997,2515.05,0.2,Fowler Inc,West,Small Business,Technology,Cybersecurity Package,Software,207
O00528,C0470,P016,2025-01-15,10,T00528,1609,406.29,0.17,Hunt-Jones,West,Small Business,Education,Analytics Consulting,Services,981
O00529,C0115,P024,2025-09-17,9,T00529,4018,997.81,0.07,Smith LLC,West,Small Business,Media,Analytics Consulting,Services,155
O00530,C0472,P018,2025-01-03,3,T00530,599,188.03,0.18,"Bennett, Harris and Garcia",Midwest,Corporate,Retail,Cloud Analytics Platform,Software,101
O00531,C0057,P038,2025-03-11,10,T00531,8924,2839.08,0.18,Holland and Sons,Northeast,Small Business,Healthcare,Cybersecurity Package,Software,409
O00532,C0245,P010,2025-04-19,2,T00532,5046,1211.01,0.06,Hernandez PLC,South,Corporate,Retail,Business Laptop,Hardware,351
O00533,C0129,P042,2025-07-04,1,T00533,8186,2138.51,0.07,"Jackson, Ferguson and Love",Northeast,Consumer,Media,Business Laptop,Hardware,992
O00534,C0463,P036,2025-09-11,10,T00534,2703,852.16,0.18,Stark-Fuentes,South,Small Business,Technology,Training Services,Services,663
O00535,C0288,P032,2025-08-18,4,T00535,9056,2318.51,0.05,"Brooks, Burns and Sanchez",Northeast,Corporate,Technology,Analytics Consulting,Services,411
O00536,C0156,P026,2025-05-19,4,T00536,3690,649.01,0.06,"Edwards, Herrera and Hartman",Northeast,Consumer,Retail,Training Services,Services,474
O00537,C0429,P029,2025-02-01,8,T00537,9668,2844.19,0.01,"Atkins, Farley and Edwards",South,Small Business,Healthcare,Cybersecurity Package,Software,719
O00538,C0325,P013,2025-09-01,10,T00538,6348,1888.0,0.01,Morales PLC,Northeast,Consumer,Technology,Office Equipment,Hardware,453
O00539,C0041,P005,2025-01-05,4,T00539,8528,3400.86,0.1,Parks Ltd,Northeast,Consumer,Finance,Cybersecurity Package,Software,272
O00540,C0089,P026,2025-02-19,9,T00540,3960,1662.47,0.15,Goodman-Holt,Midwest,Consumer,Retail,Training Services,Services,474
O00541,C0004,P044,2025-01-20,7,T00541,9359,1713.68,0.05,Douglas-Delgado,West,Small Business,Finance,Analytics Consulting,Services,723
O00542,C0315,P007,2025-09-27,10,T00542,1697,509.8,0.03,Ramirez Ltd,South,Corporate,Education,Data Storage Solution,Software,457
O00543,C0476,P048,2025-01-16,6,T00543,1193,468.58,0.0,Richardson and Sons,West,Consumer,Technology,Cloud Analytics Platform,Software,986
O00544,C0442,P014,2025-07-11,7,T00544,4860,767.17,0.02,Harrington Group,West,Corporate,Education,Cybersecurity Package,Software,645
O00545,C0453,P009,2025-10-11,6,T00545,4040,908.58,0.15,Lang-Price,Northeast,Consumer,Healthcare,Training Services,Services,496
O00546,C0350,P021,2025-06-01,9,T00546,3963,1377.98,0.0,Farley-Williams,Northeast,Consumer,Media,Analytics Consulting,Services,831
O00547,C0374,P039,2025-09-02,8,T00547,3707,1650.27,0.12,Rogers Ltd,Midwest,Consumer,Media,Office Equipment,Hardware,207
O00548,C0427,P009,2025-12-25,7,T00548,5428,1017.81,0.04,Nash LLC,Midwest,Small Business,Technology,Training Services,Services,496
O00549,C0212,P011,2025-08-04,2,T00549,7107,2839.89,0.12,"Garcia, Anderson and Watson",Midwest,Corporate,Finance,Cloud Analytics Platform,Software,983
O00550,C0500,P050,2025-11-09,7,T00550,2388,1059.9,0.03,Beasley-Choi,South,Consumer,Technology,Office Equipment,Hardware,986
O00551,C0391,P006,2025-07-04,10,T00551,7291,1387.27,0.02,"Kidd, Wyatt and Mcdonald",West,Corporate,Technology,Analytics Consulting,Services,992
O00552,C0254,P047,2025-04-23,7,T00552,9528,3399.71,0.11,Foster-Brooks,South,Corporate,Media,Cloud Analytics Platform,Software,144
